throttle,x,y
0.8981879194630873,12.339318715143676,1.4559535353535353
0.8981879194630873,12.348875581962005,1.5297040404040403
0.8981879194630873,12.35745140169989,1.6034545454545452
0.8981879194630873,12.365046174357335,1.6772050505050504
0.8981879194630873,12.371659899934338,1.7509555555555554
0.8981879194630873,12.3772925784309,1.8247060606060606
0.8981879194630873,12.381944209847017,1.8984565656565655
0.8981879194630873,12.385614794182692,1.9722070707070705
0.8981879194630873,12.388304331437926,2.0459575757575754
0.8981879194630873,12.390012821612716,2.1197080808080804
0.8981879194630873,12.390740264707066,2.1934585858585853
0.8981879194630873,12.390486660720974,2.2672090909090907
0.8981879194630873,12.38925200965444,2.3409595959595957
0.8981879194630873,12.387036311507462,2.414710101010101
0.8981879194630873,12.383839566280045,2.488460606060606
0.8981879194630873,12.379661773972185,2.562211111111111
0.8981879194630873,12.37450293458388,2.635961616161616
0.8981879194630873,12.368363048115135,2.709712121212121
0.8981879194630873,12.361242114565952,2.783462626262626
0.8981879194630873,12.353140133936321,2.857213131313131
0.8981879194630873,12.344057106226252,2.9309636363636358
0.8981879194630873,12.333993031435739,3.0047141414141407
0.8981879194630873,12.322947909564784,3.0784646464646457
0.8981879194630873,12.310921740613384,3.1522151515151515
0.8981879194630873,12.29791452458155,3.2259656565656565
0.8981879194630873,12.283926261469265,3.2997161616161614
0.8981879194630873,12.268956951276543,3.3734666666666664
0.8981879194630873,12.25300659400338,3.4472171717171713
0.8981879194630873,12.236075189649773,3.5209676767676763
0.8981879194630873,12.218162738215725,3.5947181818181813
0.8981879194630873,12.19926923970123,3.668468686868686
0.8981879194630873,12.179394694106298,3.742219191919191
0.8981879194630873,12.158539101430925,3.815969696969696
0.8981879194630873,12.136702461675105,3.889720202020202
0.8981879194630873,12.136702461675105,3.889720202020202
